transaction_id,customer_id,date,region,product,amount,status
981,131,2024-01-07,East,Credit Card,2295.91,success
982,233,2024-02-25,West,Credit Card,2050.93,success
983,356,2024-01-08,East,Loan,2774.51,success
984,239,2024-03-20,North,Loan,1665.9040000000002,success
985,157,2024-03-18,North,Credit Card,1620.352,success
986,368,2024-01-06,West,Loan,2086.67,success
987,179,2024-01-29,East,Savings,2121.98,success
988,12,2024-01-18,East,Credit Card,1199.55,success
989,433,2024-01-25,East,Loan,1585.75,success
990,227,2024-03-31,West,Savings,1558.696,failed
991,105,2024-03-30,North,Loan,942.7280000000001,success
992,356,2024-01-26,East,Credit Card,2010.44,failed
993,423,2024-02-24,West,Credit Card,2115.35,success
994,380,2024-03-27,West,Savings,1095.9360000000001,success
995,480,2024-03-19,West,Loan,1353.4560000000001,success
996,475,2024-03-29,North,Savings,2112.6560000000004,success
997,123,2024-01-11,East,Loan,2278.85,success
998,486,2024-01-19,South,Loan,2249.11,success
999,471,2024-01-20,East,Loan,2570.07,success
1000,185,2024-01-29,West,Loan,1594.57,failed
1001,351,2024-01-03,East,Credit Card,1371.21,success
1002,377,2024-03-20,South,Credit Card,1994.9360000000001,success
1003,157,2024-01-25,North,Savings,1962.02,success
1004,461,2024-01-10,East,Loan,1582.43,success
1005,272,2024-01-28,North,Savings,3044.77,failed
1006,40,2024-01-27,West,Loan,1196.17,success
1007,410,2024-01-24,West,Savings,2092.37,success
1008,323,2024-01-14,East,Savings,1904.98,success
1009,289,2024-02-06,East,Loan,1821.28,success
1010,108,2024-01-13,North,Loan,894.07,success
1011,436,2024-03-11,East,Savings,2766.72,success
1012,453,2024-02-26,North,Loan,1288.02,success
1013,372,2024-02-21,East,Savings,1866.67,success
1014,465,2024-03-17,South,Savings,1428.304,failed
1015,124,2024-01-18,East,Credit Card,2294.28,success
1016,288,2024-02-15,North,Loan,1200.94,success
1017,369,2024-03-12,East,Credit Card,2231.09,success
1018,36,2024-02-02,East,Loan,2094.85,failed
1019,21,2024-03-06,North,Credit Card,1669.01,success
1020,96,2024-01-21,North,Credit Card,2212.94,success
1021,108,2024-01-02,North,Credit Card,2009.57,success
1022,441,2024-01-22,East,Savings,2902.17,success
1023,234,2024-01-24,West,Loan,1904.55,success
1024,233,2024-03-07,West,Credit Card,1521.78,success
1025,448,2024-01-05,South,Credit Card,2236.2,success
1026,111,2024-03-16,South,Credit Card,1474.776,success
1027,439,2024-01-02,South,Loan,1999.65,success
1028,350,2024-02-12,East,Savings,1374.8,success
1029,475,2024-01-11,North,Credit Card,2302.26,success
1030,194,2024-02-26,North,Credit Card,1764.98,success
1031,99,2024-01-25,West,Credit Card,2132.94,success
1032,329,2024-01-16,North,Credit Card,3049.86,success
1033,394,2024-03-16,North,Credit Card,1501.192,success
1034,3,2024-01-18,East,Loan,2372.1,failed
1035,362,2024-02-26,North,Savings,1909.39,success
1036,13,2024-01-14,South,Credit Card,1675.31,success
1037,249,2024-03-22,North,Credit Card,2128.52,failed
1038,312,2024-01-21,East,Savings,1066.73,success
1039,414,2024-03-02,West,Loan,2503.76,success
1040,482,2024-01-04,East,Savings,1014.95,success
1041,129,2024-02-24,North,Savings,2446.3,success
1042,12,2024-03-31,East,Loan,1605.7120000000002,success
1043,423,2024-03-09,West,Savings,1523.03,success
1044,213,2024-03-03,South,Credit Card,1796.48,failed
1045,450,2024-01-06,West,Loan,2343.16,success
1046,484,2024-02-26,North,Savings,2988.22,success
1047,137,2024-02-14,East,Savings,1217.88,success
1048,212,2024-02-18,South,Loan,1550.61,success
1049,442,2024-01-05,West,Loan,1334.84,failed
1050,406,2024-01-23,East,Credit Card,1905.44,success
1051,86,2024-01-04,West,Loan,2460.83,success
1052,241,2024-03-20,North,Loan,1019.5280000000001,success
1053,65,2024-03-28,South,Loan,1595.1680000000001,success
1054,216,2024-03-06,East,Credit Card,2443.44,success
1055,405,2024-03-24,South,Loan,1431.696,success
1056,150,2024-02-29,West,Savings,697.89,success
1057,449,2024-03-14,North,Credit Card,2099.47,success
1058,31,2024-03-28,West,Savings,2094.312,failed
1059,388,2024-02-25,South,Credit Card,1464.47,success
1060,21,2024-01-20,North,Loan,1110.71,success
1061,269,2024-02-15,South,Credit Card,2159.83,success
1062,411,2024-01-12,South,Savings,2173.84,success
1063,176,2024-03-11,South,Credit Card,1756.39,success
1064,152,2024-03-26,West,Loan,1329.7200000000003,failed
1065,272,2024-01-11,North,Savings,2017.08,success
1066,310,2024-01-24,North,Loan,1456.38,success
1067,12,2024-02-25,East,Loan,1457.09,success
1068,287,2024-03-03,West,Savings,2339.69,success
1069,233,2024-01-13,West,Credit Card,1425.6,success
1070,334,2024-03-23,East,Savings,909.68,success
1071,98,2024-02-13,West,Savings,1661.22,success
1072,339,2024-02-08,South,Credit Card,1767.8,success
1073,389,2024-03-19,East,Loan,1784.8240000000003,failed
1074,129,2024-03-22,North,Credit Card,1360.9920000000002,success
1075,112,2024-03-27,North,Loan,2168.944,success
1076,46,2024-02-13,West,Credit Card,2042.66,success
1077,290,2024-01-17,North,Credit Card,1595.87,success
1078,47,2024-01-29,South,Credit Card,2209.2,failed
1079,3,2024-03-24,East,Credit Card,2160.6400000000003,success
1080,10,2024-01-09,North,Savings,2325.23,success
1081,32,2024-02-23,South,Loan,1248.46,success
1082,313,2024-01-01,East,Credit Card,1808.01,success
1083,332,2024-02-13,South,Savings,2125.1,success
1084,426,2024-03-26,North,Loan,1842.688,failed
1085,320,2024-01-31,North,Credit Card,1908.4,success
1086,305,2024-02-06,West,Savings,1839.67,failed
1087,258,2024-02-08,South,Loan,2897.61,success
1088,20,2024-03-06,East,Credit Card,2332.96,success
1089,58,2024-01-10,North,Savings,2210.79,success
1090,381,2024-03-22,West,Loan,1376.68,success
1091,125,2024-03-23,East,Savings,1159.9360000000001,failed
1092,335,2024-03-29,South,Loan,1775.8000000000002,failed
1093,53,2024-03-26,West,Savings,1911.576,success
1094,172,2024-03-29,North,Savings,1597.7600000000002,success
1095,165,2024-01-23,South,Savings,2334.37,success
1096,390,2024-02-27,East,Loan,2347.77,success
1097,139,2024-02-14,South,Savings,2424.55,success
1098,107,2024-02-24,North,Credit Card,1241.06,success
1099,233,2024-01-02,West,Savings,1821.49,success
1100,115,2024-01-16,West,Credit Card,2250.33,success
1101,381,2024-02-07,West,Loan,2024.89,success
1102,381,2024-01-24,West,Credit Card,2349.41,success
1103,155,2024-01-17,West,Savings,2210.49,success
1104,157,2024-03-19,North,Savings,738.6640000000001,success
1105,427,2024-02-10,South,Savings,2548.58,success
1106,59,2024-02-08,West,Loan,1760.58,success
1107,421,2024-01-12,East,Loan,1568.61,success
1108,398,2024-01-16,East,Savings,2529.97,success
1109,223,2024-01-14,East,Savings,2308.5,success
1110,230,2024-01-31,North,Credit Card,2605.97,failed
1111,84,2024-01-23,East,Loan,2130.63,success
1112,332,2024-02-21,South,Loan,1815.36,success
1113,317,2024-02-14,West,Savings,2071.69,success
1114,55,2024-02-17,East,Savings,1485.31,success
1115,21,2024-03-28,North,Savings,1058.928,success
1116,67,2024-01-11,West,Credit Card,1685.37,success
1117,12,2024-02-29,East,Credit Card,2766.86,success
1118,457,2024-01-11,North,Savings,1732.1,success
1119,288,2024-01-03,North,Loan,1146.32,success
1120,198,2024-01-20,North,Credit Card,1922.05,failed
1121,63,2024-02-17,West,Savings,1725.86,success
1122,49,2024-02-22,North,Savings,2558.7,success
1123,324,2024-01-31,East,Credit Card,2724.25,success
1124,354,2024-01-29,South,Savings,1793.27,success
1125,341,2024-03-05,South,Savings,2130.14,success
1126,292,2024-02-22,East,Loan,2171.89,success
1127,46,2024-01-25,West,Savings,1975.67,success
1128,179,2024-01-15,East,Savings,1884.8,success
1129,247,2024-02-19,East,Credit Card,1537.88,success
1130,264,2024-02-14,West,Savings,1076.91,success
1131,193,2024-01-04,West,Savings,1535.24,success
1132,186,2024-01-25,West,Loan,1958.28,success
1133,435,2024-03-26,West,Credit Card,1020.1440000000001,success
1134,171,2024-01-26,East,Savings,2103.63,success
1135,446,2024-03-30,West,Savings,1627.736,success
1136,408,2024-03-31,East,Credit Card,1381.3280000000002,success
1137,437,2024-01-20,North,Credit Card,1864.17,success
1138,291,2024-01-10,East,Credit Card,1350.21,success
1139,351,2024-03-09,East,Savings,2414.87,failed
1140,268,2024-01-28,North,Loan,2405.7,success
1141,281,2024-02-21,East,Loan,1425.87,success
1142,462,2024-03-06,North,Credit Card,1438.73,success
1143,382,2024-01-27,South,Credit Card,1541.25,success
1144,408,2024-03-28,East,Loan,1820.5919999999999,success
1145,484,2024-01-07,North,Savings,2170.29,success
1146,223,2024-02-22,East,Credit Card,2523.66,success
1147,134,2024-03-22,South,Credit Card,2067.832,success
1148,69,2024-01-16,North,Loan,1234.45,success
1149,464,2024-03-12,North,Credit Card,2257.13,failed
1150,337,2024-03-21,West,Savings,2049.744,success
1151,449,2024-02-05,North,Savings,1832.96,success
1152,240,2024-03-04,West,Savings,1988.22,success
1153,201,2024-02-11,West,Loan,1912.82,success
1154,146,2024-01-05,South,Savings,1934.26,success
1155,361,2024-03-06,West,Loan,2413.02,success
1156,316,2024-02-12,West,Loan,2874.79,success
1157,268,2024-02-26,North,Savings,2690.73,success
1158,252,2024-02-14,West,Loan,1748.51,success
1159,55,2024-03-17,East,Credit Card,1705.3919999999998,success
1160,333,2024-03-06,West,Savings,1608.12,success
1161,470,2024-01-19,West,Savings,1654.73,success
1162,436,2024-02-01,East,Loan,1966.41,success
1163,163,2024-03-02,East,Credit Card,1642.12,success
1164,374,2024-01-06,North,Loan,1709.97,failed
1165,295,2024-01-28,East,Savings,2119.7,success
1166,229,2024-02-07,West,Loan,2249.84,failed
1167,347,2024-01-02,West,Credit Card,2236.0,success
1168,430,2024-01-07,South,Savings,2241.12,success
1169,222,2024-01-04,East,Savings,1381.17,success
1170,168,2024-02-29,South,Savings,1618.36,success
1171,221,2024-02-29,South,Savings,2018.97,failed
1172,334,2024-01-11,East,Credit Card,2536.49,success
1173,205,2024-02-07,South,Savings,3181.94,success
1174,238,2024-02-06,North,Loan,2151.91,success
1175,284,2024-02-20,West,Savings,2360.78,success
1176,91,2024-02-29,North,Credit Card,1330.7,success
1177,487,2024-02-28,North,Credit Card,2346.46,success
1178,448,2024-02-07,South,Savings,2996.26,failed
1179,219,2024-01-24,North,Loan,1616.67,success
1180,439,2024-03-24,South,Credit Card,1380.1760000000002,success
1181,103,2024-02-12,West,Credit Card,2429.79,success
1182,358,2024-01-05,West,Savings,2012.69,success
1183,336,2024-03-07,East,Loan,1040.16,success
1184,466,2024-02-16,South,Loan,1753.44,success
1185,114,2024-03-13,South,Savings,2721.82,success
1186,213,2024-02-25,South,Savings,1860.52,success
1187,363,2024-01-22,West,Savings,1860.12,success
1188,296,2024-03-27,West,Savings,1916.152,failed
1189,218,2024-02-06,West,Savings,2170.03,success
1190,327,2024-02-12,North,Credit Card,1834.35,success
1191,143,2024-01-10,East,Savings,1693.88,success
1192,329,2024-02-07,North,Loan,3474.55,success
1193,304,2024-03-30,East,Loan,2097.8720000000003,success
1194,328,2024-02-15,North,Credit Card,2240.93,success
1195,238,2024-01-18,North,Savings,2273.63,failed
1196,37,2024-02-04,West,Savings,1937.27,success
1197,32,2024-02-10,South,Loan,2163.94,success
1198,206,2024-03-01,East,Savings,1885.1,success
1199,293,2024-02-24,South,Credit Card,1574.3,success
1200,28,2024-01-22,North,Savings,2183.74,success
1201,170,2024-02-01,East,Savings,1843.24,success
1202,226,2024-01-20,West,Loan,2210.05,success
1203,154,2024-03-30,North,Credit Card,1842.744,success
1204,114,2024-02-15,South,Loan,2236.82,success
1205,108,2024-02-12,North,Credit Card,1536.81,success
1206,301,2024-03-08,North,Credit Card,1791.32,success
1207,118,2024-03-13,West,Loan,1852.46,success
1208,336,2024-01-10,East,Credit Card,2487.91,success
1209,122,2024-03-23,West,Loan,1967.384,success
1210,47,2024-01-26,South,Loan,1645.21,success
1211,234,2024-03-13,West,Savings,1370.75,success
1212,450,2024-01-25,West,Savings,3213.36,success
1213,172,2024-03-21,North,Credit Card,1773.1840000000002,success
1214,31,2024-02-01,West,Savings,1311.19,success
1215,304,2024-02-25,East,Savings,1717.61,failed
1216,299,2024-02-29,East,Loan,2510.69,success
1217,185,2024-02-01,West,Loan,3044.22,success
1218,204,2024-03-17,North,Credit Card,2348.384,success
1219,420,2024-03-07,North,Loan,2194.81,success
1220,331,2024-03-25,East,Loan,545.7040000000001,failed
1221,18,2024-02-09,East,Credit Card,2001.69,success
1222,197,2024-01-14,West,Savings,1493.05,success
1223,268,2024-02-01,North,Credit Card,2042.84,success
1224,104,2024-03-28,North,Credit Card,1241.864,success
1225,412,2024-03-22,West,Loan,1436.7600000000002,success
1226,111,2024-02-06,South,Loan,2429.23,success
1227,108,2024-03-04,North,Loan,1882.69,success
1228,126,2024-01-11,North,Credit Card,1850.16,success
1229,161,2024-03-04,North,Savings,1974.9,success
1230,320,2024-03-26,North,Savings,2648.32,success
1231,177,2024-02-10,South,Loan,1444.02,success
1232,106,2024-02-09,South,Credit Card,2140.32,success
1233,387,2024-01-13,South,Savings,2879.31,success
1234,360,2024-01-14,South,Savings,1973.44,success
1235,30,2024-02-09,East,Loan,2611.78,success
1236,75,2024-02-25,West,Loan,1340.38,success
1237,40,2024-01-12,West,Savings,1898.51,success
1238,100,2024-02-06,East,Loan,1599.98,success
1239,293,2024-01-24,South,Loan,1968.24,success
1240,110,2024-01-29,East,Credit Card,1978.59,success
1241,366,2024-01-01,West,Loan,2029.01,success
1242,227,2024-01-29,West,Loan,2424.22,failed
1243,270,2024-02-13,North,Credit Card,876.56,success
1244,276,2024-02-14,East,Loan,1696.65,success
1245,471,2024-03-08,East,Loan,2105.64,success
1246,247,2024-03-23,East,Credit Card,849.3760000000001,success
1247,281,2024-03-08,East,Loan,2309.86,success
1248,243,2024-01-29,East,Credit Card,1687.83,success
1249,475,2024-03-20,North,Savings,1526.192,success
1250,463,2024-03-17,North,Loan,1958.8240000000003,success
1251,138,2024-01-03,South,Loan,2637.44,success
1252,290,2024-02-03,North,Savings,2325.76,success
1253,192,2024-01-09,North,Credit Card,1431.16,success
1254,462,2024-03-06,North,Credit Card,2299.4,success
1255,248,2024-03-16,North,Savings,1867.3360000000002,success
1256,387,2024-03-31,South,Credit Card,1782.912,failed
1257,32,2024-03-15,South,Credit Card,2727.91,success
1258,142,2024-01-19,West,Loan,2041.91,success
1259,108,2024-02-23,North,Loan,2705.23,success
1260,204,2024-03-04,North,Loan,2701.68,success
1261,448,2024-02-02,South,Loan,2348.95,success
1262,9,2024-01-18,West,Loan,2148.29,failed
1263,67,2024-01-29,West,Credit Card,2231.59,success
1264,390,2024-02-15,East,Credit Card,2849.98,success
1265,151,2024-03-19,North,Savings,2028.616,success
1266,391,2024-03-01,North,Savings,1483.74,success
1267,334,2024-03-04,East,Loan,2198.96,success
1268,197,2024-02-09,West,Loan,1576.18,success
1269,121,2024-02-25,North,Savings,1673.96,success
1270,436,2024-01-08,East,Loan,1814.75,failed
1271,293,2024-03-31,South,Credit Card,1037.776,success
1272,420,2024-03-10,North,Credit Card,1546.12,success
1273,341,2024-02-25,South,Loan,2759.64,success
1274,203,2024-02-15,West,Credit Card,1671.08,success
1275,86,2024-03-18,West,Loan,1941.8080000000002,success
1276,120,2024-03-29,South,Savings,1668.736,success
1277,105,2024-03-07,North,Credit Card,2276.63,success
1278,109,2024-03-16,North,Loan,1838.8880000000001,success
1279,31,2024-03-02,West,Credit Card,1525.83,success
1280,336,2024-01-12,East,Savings,2424.09,success
1281,243,2024-02-20,East,Credit Card,1383.74,success
1282,107,2024-02-17,North,Loan,1651.61,success
1283,448,2024-02-12,South,Credit Card,2291.01,success
1284,341,2024-03-22,South,Savings,1196.576,success
1285,176,2024-03-26,South,Credit Card,814.9520000000001,success
1286,205,2024-01-08,South,Loan,2174.83,success
1287,265,2024-03-01,North,Loan,1217.6,success
1288,64,2024-03-23,West,Savings,1871.6560000000002,failed
1289,360,2024-01-15,South,Savings,1848.98,success
1290,167,2024-02-28,West,Savings,2167.53,success
1291,59,2024-02-09,West,Savings,2158.08,success
1292,274,2024-02-13,North,Credit Card,2378.39,success
1293,23,2024-02-28,North,Credit Card,2306.23,failed
1294,167,2024-02-11,West,Savings,1491.66,success
1295,264,2024-02-19,West,Savings,1877.96,success
1296,309,2024-02-29,West,Loan,2166.93,success
1297,101,2024-01-07,South,Credit Card,2715.68,success
1298,42,2024-01-05,East,Loan,2311.03,success
1299,304,2024-02-25,East,Savings,2664.47,success
1300,261,2024-03-06,South,Savings,2193.4,success
1301,131,2024-03-10,East,Loan,2545.49,success
1302,38,2024-02-07,North,Loan,2124.65,success
1303,391,2024-01-08,North,Loan,2522.54,failed
1304,188,2024-02-29,South,Credit Card,1824.29,success
1305,4,2024-03-21,East,Savings,2225.368,success
1306,286,2024-01-27,East,Savings,2249.93,failed
1307,261,2024-02-24,South,Credit Card,1300.35,failed
1308,490,2024-01-17,South,Credit Card,2183.82,success
1309,147,2024-02-17,East,Credit Card,949.99,failed
1310,99,2024-02-27,West,Credit Card,2312.75,success
1311,86,2024-01-26,West,Credit Card,2442.62,success
1312,11,2024-01-29,West,Credit Card,2977.08,success
1313,131,2024-01-23,East,Credit Card,1747.13,success
1314,325,2024-03-20,West,Loan,2385.032,success
1315,231,2024-03-14,West,Savings,2001.85,success
1316,91,2024-01-17,North,Savings,1628.76,success
1317,69,2024-02-25,North,Loan,1757.35,success
1318,259,2024-01-21,North,Loan,2281.44,success
1319,374,2024-03-07,North,Savings,1560.09,success
1320,258,2024-03-20,South,Credit Card,1465.9440000000002,success
1321,72,2024-03-07,East,Credit Card,2171.17,success
1322,326,2024-02-22,West,Credit Card,2777.08,success
1323,482,2024-02-21,East,Loan,2426.99,success
1324,166,2024-03-07,East,Loan,2021.76,success
1325,210,2024-03-21,West,Loan,1823.2560000000003,success
1326,257,2024-03-11,West,Credit Card,2120.66,success
1327,140,2024-03-11,South,Savings,1424.49,failed
1328,32,2024-03-04,South,Loan,2877.74,success
1329,373,2024-01-15,West,Credit Card,2786.51,success
1330,464,2024-01-22,North,Savings,1963.03,success
1331,59,2024-03-01,West,Credit Card,1774.17,success
1332,108,2024-02-18,North,Credit Card,1434.69,success
1333,167,2024-01-01,West,Savings,2311.36,success
1334,400,2024-01-02,East,Loan,2314.76,success
1335,217,2024-03-09,South,Loan,1597.84,success
1336,390,2024-01-18,East,Loan,2126.58,failed
1337,354,2024-03-10,South,Savings,2410.17,success
1338,414,2024-03-20,West,Loan,1393.432,failed
1339,251,2024-03-01,East,Savings,1901.77,success
1340,50,2024-01-17,East,Savings,1897.07,success
1341,199,2024-02-04,West,Loan,1626.71,success
1342,123,2024-01-06,East,Savings,1911.61,success
1343,103,2024-02-16,West,Credit Card,1225.69,success
1344,80,2024-01-23,West,Savings,1871.91,failed
1345,318,2024-02-14,East,Credit Card,1879.25,success
1346,468,2024-03-06,West,Credit Card,1969.12,success
1347,387,2024-03-12,South,Savings,2239.72,success
1348,56,2024-03-10,East,Loan,1398.4,success
1349,122,2024-03-11,West,Credit Card,1478.98,success
1350,365,2024-01-27,East,Loan,1615.0,success
1351,58,2024-01-16,North,Loan,1351.94,success
1352,333,2024-02-02,West,Loan,2297.51,success
1353,321,2024-03-25,West,Credit Card,1377.0320000000002,success
1354,181,2024-02-09,North,Credit Card,1984.28,success
1355,159,2024-02-01,West,Loan,1575.79,success
1356,67,2024-01-12,West,Credit Card,1820.19,success
1357,158,2024-03-26,West,Loan,1720.4400000000003,success
1358,37,2024-03-14,West,Credit Card,2174.9,success
1359,454,2024-02-18,North,Savings,1497.97,success
1360,360,2024-02-11,South,Loan,1959.7,success
1361,209,2024-02-20,East,Savings,1583.47,success
1362,409,2024-02-03,South,Credit Card,1941.62,success
1363,358,2024-03-30,West,Savings,1345.776,failed
1364,180,2024-02-18,West,Loan,2916.28,success
1365,253,2024-01-19,South,Loan,2407.08,success
1366,413,2024-03-27,North,Loan,1757.5200000000002,failed
1367,215,2024-03-21,East,Loan,828.9280000000001,failed
1368,198,2024-03-31,North,Savings,1488.448,success
1369,405,2024-01-11,South,Loan,2422.58,success
1370,209,2024-01-13,East,Credit Card,1973.8,success
1371,401,2024-02-11,East,Credit Card,2852.05,success
1372,224,2024-02-12,East,Savings,2475.72,success
1373,450,2024-01-16,West,Credit Card,1816.75,success
1374,353,2024-01-29,East,Loan,2781.44,success
1375,122,2024-01-20,West,Loan,1863.0,success
1376,254,2024-02-26,South,Credit Card,2952.07,success
1377,483,2024-03-30,North,Loan,2250.384,success
1378,315,2024-01-02,East,Loan,2147.81,success
1379,355,2024-01-22,South,Loan,1241.68,success
1380,75,2024-01-28,West,Loan,2108.39,success
1381,301,2024-03-01,North,Savings,1451.35,success
1382,199,2024-01-18,West,Loan,1696.06,success
1383,238,2024-02-28,North,Loan,1730.44,success
1384,289,2024-01-19,East,Credit Card,1447.57,success
1385,184,2024-01-01,West,Credit Card,2110.27,success
1386,357,2024-03-30,South,Credit Card,1312.832,success
1387,310,2024-02-15,North,Savings,1884.74,success
1388,209,2024-02-20,East,Loan,1734.39,success
1389,50,2024-03-04,East,Credit Card,2241.94,success
1390,33,2024-02-21,South,Loan,2204.3,success
1391,234,2024-02-09,West,Savings,1846.1,success
1392,494,2024-01-25,West,Credit Card,2267.41,success
1393,291,2024-02-13,East,Credit Card,2614.49,success
1394,37,2024-02-12,West,Savings,956.49,success
1395,159,2024-02-22,West,Credit Card,1707.69,success
1396,471,2024-01-17,East,Loan,1531.75,success
1397,175,2024-01-07,East,Credit Card,1666.11,failed
1398,272,2024-03-03,North,Credit Card,880.88,success
1399,41,2024-03-11,East,Credit Card,939.65,success
1400,127,2024-03-02,South,Loan,626.25,success
1401,19,2024-01-27,East,Savings,1750.13,failed
1402,346,2024-02-16,North,Savings,1736.88,success
1403,6,2024-03-06,South,Savings,2694.17,success
1404,130,2024-01-10,West,Loan,2070.63,success
1405,492,2024-02-22,West,Savings,934.72,failed
1406,306,2024-02-18,North,Loan,2254.13,success
1407,275,2024-03-31,North,Loan,3170.496,success
1408,332,2024-03-19,South,Credit Card,766.3520000000001,success
1409,431,2024-03-20,North,Credit Card,2289.88,success
1410,430,2024-03-31,South,Savings,1581.7920000000001,success
1411,217,2024-02-02,South,Savings,1787.88,success
1412,292,2024-03-02,East,Loan,1715.08,success
1413,378,2024-02-15,North,Savings,2164.75,success
1414,293,2024-03-05,South,Loan,1791.9,success
1415,57,2024-03-15,West,Loan,1434.97,success
1416,302,2024-03-13,South,Loan,1732.33,success
1417,41,2024-03-08,East,Credit Card,2179.23,success
1418,413,2024-01-25,North,Loan,2342.75,failed
1419,139,2024-01-03,South,Savings,2924.3,success
1420,419,2024-02-03,West,Loan,2049.03,success
1421,470,2024-01-04,West,Savings,2647.94,success
1422,195,2024-03-29,North,Loan,1522.1200000000001,failed
1423,245,2024-02-26,South,Loan,1967.91,success
1424,42,2024-03-23,East,Savings,1553.5120000000002,success
1425,451,2024-03-17,North,Savings,1685.8880000000001,success
1426,460,2024-03-07,North,Savings,2434.58,failed
1427,151,2024-03-01,North,Credit Card,1772.23,success
1428,58,2024-03-12,North,Savings,1555.38,success
1429,289,2024-01-21,East,Credit Card,2477.65,failed
1430,60,2024-03-31,East,Credit Card,1950.4160000000002,failed
1431,71,2024-02-17,East,Savings,2736.34,success
1432,37,2024-03-09,West,Loan,1698.01,success
1433,452,2024-03-02,West,Loan,1885.23,success
1434,132,2024-01-24,East,Credit Card,2498.29,failed
1435,283,2024-02-28,South,Credit Card,1766.75,success
1436,155,2024-02-16,West,Savings,2320.24,success
1437,369,2024-02-07,East,Credit Card,1904.75,success
1438,209,2024-03-31,East,Credit Card,1729.6240000000003,success
1439,250,2024-01-08,North,Credit Card,1426.15,failed
1440,315,2024-01-29,East,Savings,2042.6,success
1441,386,2024-03-02,West,Savings,504.43,success
1442,60,2024-03-07,East,Savings,2603.0,success
1443,144,2024-01-26,South,Loan,2388.7,success
1444,129,2024-03-29,North,Loan,1220.432,success
1445,383,2024-02-12,West,Loan,2873.68,success
1446,31,2024-03-11,West,Loan,2567.81,success
1447,245,2024-03-09,South,Loan,1446.85,success
1448,428,2024-03-28,South,Credit Card,1388.4080000000001,success
1449,143,2024-01-07,East,Loan,1471.72,success
1450,301,2024-01-06,North,Savings,2176.25,success
1451,455,2024-02-19,East,Savings,1714.82,success
1452,472,2024-02-04,North,Loan,1043.87,success
1453,91,2024-01-20,North,Loan,1965.68,success
1454,36,2024-01-07,East,Credit Card,2455.68,success
1455,415,2024-03-05,South,Loan,2052.88,success
1456,345,2024-03-29,East,Savings,1817.3919999999998,failed
1457,495,2024-02-15,East,Savings,2099.91,success
1458,420,2024-03-19,North,Credit Card,1893.0,success
1459,461,2024-01-26,East,Loan,2144.36,success
1460,317,2024-02-20,West,Savings,1938.65,success
1461,61,2024-02-21,East,Savings,2046.69,success
1462,480,2024-03-11,West,Savings,2758.2,success
1463,229,2024-03-02,West,Credit Card,2301.06,success
1464,383,2024-02-10,West,Credit Card,1524.04,success
1465,188,2024-01-03,South,Savings,2038.74,success
1466,92,2024-03-22,South,Savings,1733.6720000000003,failed
1467,413,2024-02-25,North,Savings,1922.37,failed
1468,113,2024-03-12,East,Loan,1046.1,success
1469,289,2024-01-29,East,Credit Card,1569.81,success
1470,225,2024-02-28,South,Credit Card,1793.2,success
1471,78,2024-02-23,West,Credit Card,2943.84,success
1472,103,2024-01-22,West,Loan,2243.02,success
1473,470,2024-02-05,West,Credit Card,1226.35,success
1474,241,2024-02-29,North,Loan,1953.18,success
1475,294,2024-02-26,South,Credit Card,2662.9,success
1476,380,2024-03-28,West,Loan,1366.5600000000002,success
1477,412,2024-01-17,West,Loan,2519.19,success
1478,413,2024-01-05,North,Loan,1240.33,success
1479,489,2024-01-02,West,Savings,583.92,success
1480,277,2024-02-28,West,Credit Card,2600.13,success
1481,400,2024-01-18,East,Credit Card,1768.42,success
1482,344,2024-02-12,West,Loan,1065.13,failed
1483,34,2024-02-26,East,Savings,1805.74,success
1484,44,2024-01-14,West,Credit Card,2095.21,success
1485,268,2024-02-15,North,Loan,2224.61,success
1486,371,2024-03-24,South,Loan,604.672,success
1487,242,2024-03-25,South,Savings,1336.7040000000002,success
1488,48,2024-03-20,West,Savings,1623.592,success
1489,150,2024-02-03,West,Loan,2223.44,success
1490,150,2024-03-26,West,Loan,1214.9040000000002,success
1491,456,2024-01-09,North,Credit Card,1896.69,failed
1492,444,2024-03-02,West,Loan,1706.73,success
1493,495,2024-01-24,East,Loan,2112.11,success
1494,348,2024-02-28,East,Savings,2579.54,success
1495,206,2024-01-17,East,Loan,1831.87,success
1496,243,2024-02-11,East,Loan,1314.16,success
1497,186,2024-03-22,West,Savings,1316.2240000000002,success
1498,270,2024-02-17,North,Credit Card,2867.47,success
1499,405,2024-03-25,South,Credit Card,1257.288,success
1500,323,2024-02-17,East,Savings,1398.93,success
1501,82,2024-03-22,North,Loan,1441.728,failed
1502,350,2024-02-19,East,Credit Card,1953.31,success
1503,157,2024-03-30,North,Loan,1388.2640000000001,failed
1504,347,2024-03-20,West,Savings,994.2080000000001,success
1505,168,2024-02-02,South,Loan,2160.8,success
1506,283,2024-02-07,South,Credit Card,2112.63,success
1507,265,2024-02-08,North,Credit Card,2346.36,success
1508,83,2024-01-29,East,Savings,2101.16,success
1509,286,2024-02-15,East,Savings,2815.93,success
1510,71,2024-01-20,East,Savings,2387.58,success
1511,295,2024-02-23,East,Savings,2276.52,success
1512,75,2024-03-25,West,Credit Card,2080.216,success
1513,251,2024-02-29,East,Loan,2070.18,success
1514,22,2024-02-11,North,Credit Card,1907.08,success
1515,83,2024-03-10,East,Loan,2155.0,success
