complaint_id,customer_id,date,issue_type,resolution_time
745,491,2024-02-13,login_issue,3
746,254,2024-03-06,payment_failure,25
747,69,2024-02-18,payment_failure,55
748,210,2024-03-08,login_issue,14
749,335,2024-02-29,payment_failure,65
750,165,2024-02-02,payment_failure,25
751,128,2024-03-06,login_issue,2
752,283,2024-02-03,payment_failure,18
753,133,2024-03-27,payment_failure,32
754,85,2024-03-17,payment_failure,68
755,279,2024-03-06,login_issue,1
756,376,2024-01-13,login_issue,24
757,490,2024-02-01,login_issue,6
758,294,2024-01-31,payment_failure,48
759,143,2024-01-23,payment_failure,50
760,228,2024-02-17,payment_failure,19
761,386,2024-03-25,payment_failure,31
762,255,2024-03-05,card_blocked,8
763,117,2024-03-13,payment_failure,39
764,305,2024-02-29,payment_failure,39
765,38,2024-02-18,payment_failure,31
766,328,2024-02-07,login_issue,15
767,287,2024-03-12,login_issue,19
768,104,2024-03-28,login_issue,8
769,6,2024-03-04,card_blocked,6
770,289,2024-01-30,payment_failure,51
771,59,2024-01-05,payment_failure,18
772,174,2024-01-25,payment_failure,71
773,227,2024-01-06,login_issue,8
774,363,2024-02-14,login_issue,23
775,296,2024-03-23,login_issue,12
776,353,2024-01-04,login_issue,23
777,482,2024-01-08,login_issue,23
778,124,2024-02-06,card_blocked,10
779,70,2024-01-18,login_issue,6
780,210,2024-03-16,login_issue,10
781,316,2024-01-18,payment_failure,25
782,217,2024-01-14,login_issue,20
783,326,2024-01-28,card_blocked,19
784,433,2024-02-07,payment_failure,43
785,20,2024-03-29,login_issue,21
786,90,2024-01-31,login_issue,11
787,350,2024-02-06,payment_failure,58
788,21,2024-03-26,login_issue,14
789,470,2024-03-11,payment_failure,32
790,452,2024-03-16,card_blocked,1
791,121,2024-03-20,card_blocked,9
792,361,2024-01-07,payment_failure,63
793,367,2024-02-18,payment_failure,54
794,164,2024-03-19,login_issue,8
795,279,2024-03-19,payment_failure,58
796,450,2024-03-03,payment_failure,30
797,320,2024-01-22,login_issue,22
798,463,2024-01-07,payment_failure,19
799,379,2024-03-19,payment_failure,61
